State,LGA,Ward,PU-Code,PU-Name,Accredited_Voters,Registered_Voters,Results_Found,Transcription_Count,Result_Sheet_Stamped,Result_Sheet_Corrected,Result_Sheet_Invalid,Result_Sheet_Unclear,Result_Sheet_Unsigned,APC,LP,PDP,NNPP,Results_File,Address,latitude,longitude,APC_outlier_score,LP_outlier_score,PDP_outlier_score,NNPP_outlier_score
ABIA,ABA NORTH,EZIAMA,01-01-01-001,RAILWAY QUARTERS - RAILWAY QUARTERS I,85,968,TRUE,-1,TRUE,TRUE,FALSE,FALSE,UNKNOWN,7,56,25,1,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/01/pu/001/001-1677420870.pdf,"RAILWAY QUARTERS - RAILWAY QUARTERS I, EZIAMA, ABA NORTH, ABIA",5.11639,7.36854,6.692982456,14.50877193,24.0877193,0.912280702
ABIA,ABA NORTH,EZIAMA,01-01-01-002,RAILWAY QUARTERS - RAILWAY QUARTERS II,90,750,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3103/ward/17526/pu/8/8-1677512048.pdf,"RAILWAY QUARTERS - RAILWAY QUARTERS II, EZIAMA, ABA NORTH, ABIA",5.11639,7.36854,0.368421053,41.98245614,1.131578947,0.096491228
ABIA,ABA NORTH,EZIAMA,01-01-01-003,RAILWAY QUARTERS - RAILWAY QUARTERS III,105,750,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3103/ward/17526/pu/9/9-1677512335.pdf,"RAILWAY QUARTERS - RAILWAY QUARTERS III, EZIAMA, ABA NORTH, ABIA",5.11639,7.36854,0.368421053,41.98245614,1.131578947,0.096491228
ABIA,ABA NORTH,EZIAMA,01-01-01-005,ABIA POLY - ABIA POLY I,138,750,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/01/pu/005/005-1677396730.pdf,"ABIA POLY - ABIA POLY I, EZIAMA, ABA NORTH, ABIA",5.11639,7.36854,0.368421053,41.98245614,1.131578947,0.096491228
ABIA,ABA NORTH,INDUSTRIAL AREA,01-01-02-012,LEVER BROTHERS GATE- LEVER BROTHERS GATE IV,71,774,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,71,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/02/pu/012/012-1677409420.pdf,"LEVER BROTHERS GATE- LEVER BROTHERS GATE IV, INDUSTRIAL AREA, ABA NORTH, ABIA",53.71556,91.42917,0.833333333,2.083333333,1,0.333333333
ABIA,ABA NORTH,OSUSU I,01-01-03-002,OSUSU RD.PRI.SCHOOL-SCHOOL PREMISES II,156,883,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,2,157,1,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/54/result_160777_1677691483_thumb.jpg,"OSUSU RD.PRI.SCHOOL-SCHOOL PREMISES II, OSUSU I, ABA NORTH, ABIA",5.11639,7.36854,1.649122807,116.3947368,0.122807018,0.096491228
ABIA,ABA NORTH,OSUSU II,01-01-04-004,OSUSU SECONDARY SCHOOL  - SCHOOL PREMISES IV,297,1678,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,2,287,7,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/77/result_160824_1677489715_thumb.jpg,"OSUSU SECONDARY SCHOOL  - SCHOOL PREMISES IV, OSUSU II, ABA NORTH, ABIA",5.11639,7.36854,1.649122807,247.5350877,5.929824561,0.096491228
ABIA,ABA NORTH,OSUSU II,01-01-04-014,BRIGHT WAY NURS. SCHOOL - SCHOOL PREMISES VII,144,934,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,138,1,2,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/87/result_160834_1677492427_thumb.jpg,"BRIGHT WAY NURS. SCHOOL - SCHOOL PREMISES VII, OSUSU II, ABA NORTH, ABIA",53.71556,91.42917,0.833333333,74.66666667,0.083333333,1.833333333
ABIA,ABA NORTH,OSUSU II,01-01-04-016,POPE JOHN PAUL COLLEGE-SCHOOL PREMISES I,173,877,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,2,157,1,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/89/result_160836_1677494664_thumb.jpg,"POPE JOHN PAUL COLLEGE-SCHOOL PREMISES I, OSUSU II, ABA NORTH, ABIA",53.71556,91.42917,1.333333333,95.25,0.083333333,0.333333333
ABIA,ABA NORTH,OSUSU II,01-01-04-018,POPE JOHN PAUL COLLEGE-SCHOOL PREMISES III,165,874,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,2,157,1,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/91/result_160838_1677493492_thumb.jpg,"POPE JOHN PAUL COLLEGE-SCHOOL PREMISES III, OSUSU II, ABA NORTH, ABIA",53.71556,91.42917,1.333333333,95.25,0.083333333,0.333333333
ABIA,ABA NORTH,ST.EUGENES BY OKIGWE RD.,01-01-05-003,HOLY GHOST COMM. SCHOOL  - SCHOOL PREMISES III,119,877,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,105,3,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/05/pu/003/003-1677405554.pdf,"HOLY GHOST COMM. SCHOOL  - SCHOOL PREMISES III, ST.EUGENES BY OKIGWE RD., ABA NORTH, ABIA",6.169705742,7.269861972,2.413533835,36.69172932,10.03007519,0.390977444
ABIA,ABA NORTH,ST.EUGENES BY OKIGWE RD.,01-01-05-017,ST. EUGENE'S PRIM. SCH.  - SCHOOL PREMISES V,142,750,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,138,2,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/05/pu/017/017-1677415453.pdf,"ST. EUGENE'S PRIM. SCH.  - SCHOOL PREMISES V, ST.EUGENES BY OKIGWE RD., ABA NORTH, ABIA",6.169705742,7.269861972,2.413533835,69.93984962,11.03759398,0.390977444
ABIA,ABA NORTH,ST.EUGENES BY OKIGWE RD.,01-01-05-019,EKWEREAZU TOWN HALL - TOWN HALL I,191,967,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,2,178,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/05/pu/019/019-1677416522.pdf,"EKWEREAZU TOWN HALL - TOWN HALL I, ST.EUGENES BY OKIGWE RD., ABA NORTH, ABIA",6.169705742,7.269861972,0.398496241,110.2406015,13.05263158,0.390977444
ABIA,ABA NORTH,URATTA,01-01-06-008,URATTA COUNCIL HALL  - HALL PREMISES VIII,102,750,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,1,98,3,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/118/result_160891_1677515718_thumb.jpg,"URATTA COUNCIL HALL  - HALL PREMISES VIII, URATTA, ABA NORTH, ABIA",5.11639,7.36854,0.640350877,56.87719298,1.894736842,0.096491228
ABIA,ABA NORTH,URATTA,01-01-06-010,URATTA COUNCIL HALL  - HALL PREMISES X,97,750,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,0,96,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/120/result_160893_1677517115_thumb.jpg,"URATTA COUNCIL HALL  - HALL PREMISES X, URATTA, ABA NORTH, ABIA",5.11639,7.36854,0.368421053,54.85964912,1.131578947,0.096491228
ABIA,ABA NORTH,URATTA,01-01-06-017,URATTA COUNCIL HALL  - HALL PREMISES XVII,74,803,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,68,1,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/127/result_160900_1677485162_thumb.jpg,"URATTA COUNCIL HALL  - HALL PREMISES XVII, URATTA, ABA NORTH, ABIA",5.11639,7.36854,0.368421053,26.61403509,0.122807018,0.096491228
ABIA,ABA NORTH,URATTA,01-01-06-021,STELLA MARIS SEC. SCHOOL  - SCHOOL PREMISES IV,68,653,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,3,57,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/131/result_160904_1677671962_thumb.jpg,"STELLA MARIS SEC. SCHOOL  - SCHOOL PREMISES IV, URATTA, ABA NORTH, ABIA",5.11639,7.36854,2.657894737,15.51754386,1.131578947,0.096491228
ABIA,ABA NORTH,OLD ABA GRA,01-01-07-010,GULF COURSE PRIMARY SCHOOL  - SCHOOL PREMISES X,85,472,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,1,83,1,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/07/pu/010/010-1677414956.pdf,"GULF COURSE PRIMARY SCHOOL  - SCHOOL PREMISES X, OLD ABA GRA, ABA NORTH, ABIA",6.169705742,7.269861972,1.406015038,14.52631579,12.04511278,0.390977444
ABIA,ABA NORTH,OLD ABA GRA,01-01-07-023,WATER TANK WATER TANK PREMISES VII,172,809,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,3,163,2,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/07/pu/023/023-1677420332.pdf,"WATER TANK WATER TANK PREMISES VII, OLD ABA GRA, ABA NORTH, ABIA",53.71556,91.42917,2.416666667,101.75,1.166666667,0.333333333
ABIA,ABA NORTH,UMUOLA,01-01-08-004,UMUOLA PRIM. SCHOOL-SCHOOL PREMISES IV,158,750,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,0,143,3,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/164/result_160964_1677503349_thumb.jpg,"UMUOLA PRIM. SCHOOL-SCHOOL PREMISES IV, UMUOLA, ABA NORTH, ABIA",5.11639,7.36854,0.368421053,102.2719298,1.894736842,0.096491228
ABIA,ABA NORTH,UMUOLA,01-01-08-012,UMUOLA OKPULOR HALL - COUNCIL HALL V,92,509,TRUE,-1,TRUE,TRUE,FALSE,FALSE,UNKNOWN,1,88,2,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/172/result_160972_1677501233_thumb.jpg,"UMUOLA OKPULOR HALL - COUNCIL HALL V, UMUOLA, ABA NORTH, ABIA",5.11639,7.36854,0.640350877,46.78947368,0.885964912,0.096491228
ABIA,ABA NORTH,UMUOLA,01-01-08-023,UMUOLA EGBELU HALL - COUNCIL HALL III,139,750,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,3,132,1,2,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/183/result_160983_1677526900_thumb.jpg,"UMUOLA EGBELU HALL - COUNCIL HALL III, UMUOLA, ABA NORTH, ABIA",5.11639,7.36854,2.657894737,91.1754386,0.122807018,1.921052632
ABIA,ABA NORTH,ARIARIA MARKET,01-01-09-003,OSUSU RD.PRIM.SCHOOL-PREMISES III,121,765,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,2,86,4,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/188/result_161006_1677511179_thumb.jpg,"OSUSU RD.PRIM.SCHOOL-PREMISES III, ARIARIA MARKET, ABA NORTH, ABIA",5.11639,7.36854,1.649122807,44.77192982,2.903508772,0.096491228
ABIA,ABA NORTH,ARIARIA MARKET,01-01-09-019,OLD INTERNAL REVENUE-PREMISES VI,93,750,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,0,89,2,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3103/ward/17534/pu/210/210-1677492916.pdf,"OLD INTERNAL REVENUE-PREMISES VI, ARIARIA MARKET, ABA NORTH, ABIA",5.11639,7.36854,0.368421053,47.79824561,0.885964912,0.096491228
ABIA,ABA NORTH,ARIARIA MARKET,01-01-09-020,OLD INTERNAL REVENUE-PREMISES VII,91,750,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,2,85,1,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3103/ward/17534/pu/211/211-1677506866.pdf,"OLD INTERNAL REVENUE-PREMISES VII, ARIARIA MARKET, ABA NORTH, ABIA",5.11639,7.36854,1.649122807,43.76315789,0.122807018,0.096491228
ABIA,ABA NORTH,ARIARIA MARKET,01-01-09-047,SACRED HEART COLLEGE-SCHOOL PREMISES IV,75,584,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,1,28,3,5,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/09/pu/047/047-1677396825.pdf,"SACRED HEART COLLEGE-SCHOOL PREMISES IV, ARIARIA MARKET, ABA NORTH, ABIA",5.11639,7.36854,0.640350877,13.73684211,1.894736842,4.947368421
ABIA,ABA NORTH,UMUOGOR,01-01-12-018,UMUOGOR HEALTH CENTRE-HEALTH CENTRE X,83,755,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,0,77,4,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/303/result_161170_1677512343_thumb.jpg,"UMUOGOR HEALTH CENTRE-HEALTH CENTRE X, UMUOGOR, ABA NORTH, ABIA",5.11639,7.36854,0.368421053,35.69298246,2.903508772,0.096491228
ABIA,ABA NORTH,UMUOGOR,01-01-12-020,ASA OKPULOR - COUNCIL HALL,118,772,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,0,109,4,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/305/result_161172_1677573447_thumb.jpg,"ASA OKPULOR - COUNCIL HALL, UMUOGOR, ABA NORTH, ABIA",5.11639,7.36854,0.368421053,67.97368421,2.903508772,0.096491228
ABIA,ABA SOUTH,EZIUKWU,01-02-01-001,EZIUKWU OKIGWE ROAD PRIMARY SCHOOL I,210,1280,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,0,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/306/result_161177_1677505999_thumb.jpg,"EZIUKWU OKIGWE ROAD PRIMARY SCHOOL I, EZIUKWU, ABA SOUTH, ABIA",5.1,7.35,0.195530726,34.06145251,0.441340782,0.072625698
ABIA,ABA SOUTH,EZIUKWU,01-02-01-002,EZIUKWU OKIGWE ROAD PRIMARY SCHOOL II,145,1086,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,0,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/307/result_161178_1677506943_thumb.jpg,"EZIUKWU OKIGWE ROAD PRIMARY SCHOOL II, EZIUKWU, ABA SOUTH, ABIA",5.1,7.35,0.195530726,34.06145251,0.441340782,0.072625698
ABIA,ABA SOUTH,EZIUKWU,01-02-01-006,EZIUKWU LOCAL GOVT.POUND OFFICE I,85,497,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,0,76,1,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/311/result_161182_1677509501_thumb.jpg,"EZIUKWU LOCAL GOVT.POUND OFFICE I, EZIUKWU, ABA SOUTH, ABIA",5.1,7.35,0.195530726,42.36312849,0.56424581,0.932960894
ABIA,ABA SOUTH,EZIUKWU,01-02-01-007,EZIUKWU LOCAL GOVT.POUND OFFICE II,93,752,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,0,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/312/result_161183_1677509886_thumb.jpg,"EZIUKWU LOCAL GOVT.POUND OFFICE II, EZIUKWU, ABA SOUTH, ABIA",5.1,7.35,0.195530726,34.06145251,0.441340782,0.072625698
ABIA,ABA SOUTH,EZIUKWU,01-02-01-015,EZIUKWU PRIMARY SCHOOL IV,101,743,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/02/ward/01/pu/015/015-1677376937.pdf,"EZIUKWU PRIMARY SCHOOL IV, EZIUKWU, ABA SOUTH, ABIA",5.1,7.35,0.195530726,34.06145251,0.441340782,0.072625698
ABIA,ABA SOUTH,EZIUKWU,01-02-01-020,EZIUKWU EBENATOR HALL I (57 OMUMA ROAD),175,1215,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,0,109,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/325/result_161196_1677514672_thumb.jpg,"EZIUKWU EBENATOR HALL I (57 OMUMA ROAD), EZIUKWU, ABA SOUTH, ABIA",5.1,7.35,0.195530726,75.54748603,0.441340782,0.072625698
ABIA,ABA SOUTH,ASA,01-02-02-016,ASA-TOWNSHIP PRIM.SCH. II,137,862,TRUE,-1,TRUE,TRUE,FALSE,FALSE,UNKNOWN,0,133,1,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/02/ward/02/pu/016/016-1677419694.pdf,"ASA-TOWNSHIP PRIM.SCH. II, ASA, ABA SOUTH, ABIA",5.1,7.35,0.195530726,99.68156425,0.56424581,0.072625698
ABIA,ABA SOUTH,ENYIMBA,01-02-03-003,ENYIMBA-OBUDA VILLAGE HALL III,274,2503,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,1,258,9,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/362/result_161273_1677510356_thumb.jpg,"ENYIMBA-OBUDA VILLAGE HALL III, ENYIMBA, ABA SOUTH, ABIA",5.1,7.35,0.810055866,225.3798883,8.608938547,0.072625698
ABIA,ABA SOUTH,ENYIMBA,01-02-03-020,ENYIMBA-ABAUKWU VILLAGE HALL II,111,901,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,109,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/379/result_161290_1677515704_thumb.jpg,"ENYIMBA-ABAUKWU VILLAGE HALL II, ENYIMBA, ABA SOUTH, ABIA",5.1,7.35,0.195530726,75.54748603,0.441340782,0.072625698
ABIA,ABA SOUTH,NGWA,01-02-04-010,NGWA-NDOKI ROAD PRIM.SCHOOL I,108,750,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,2,98,2,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/397/result_161332_1677507981_thumb.jpg,"NGWA-NDOKI ROAD PRIM.SCHOOL I, NGWA, ABA SOUTH, ABIA",5.1,7.35,1.815642458,64.48603352,1.569832402,0.072625698
ABIA,ABA SOUTH,NGWA,01-02-04-011,NGWA-NDOKI ROAD PRIM.SCHOOL II,145,1309,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,1,142,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/398/result_161333_1677507268_thumb.jpg,"NGWA-NDOKI ROAD PRIM.SCHOOL II, NGWA, ABA SOUTH, ABIA",5.1,7.35,0.810055866,108.7318436,0.441340782,0.072625698
ABIA,ABA SOUTH,NGWA,01-02-04-017,NGWA-FRIENDS VACATIONAL COLL I,118,1014,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,1,105,2,3,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/404/result_161339_1677511537_thumb.jpg,"NGWA-FRIENDS VACATIONAL COLL I, NGWA, ABA SOUTH, ABIA",5.1,7.35,0.810055866,71.52513966,1.569832402,2.944134078
ABIA,ABA SOUTH,NGWA,01-02-04-018,NGWA-FRIENDS VACATIONAL COLL II,113,915,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,1,102,1,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/405/result_161340_1677511729_thumb.jpg,"NGWA-FRIENDS VACATIONAL COLL II, NGWA, ABA SOUTH, ABIA",5.1,7.35,0.810055866,68.50837989,0.56424581,0.072625698
ABIA,ABA SOUTH,NGWA,01-02-04-033,NGWA-UMUAGBAI EAST PRIMARY SCHOOL III,89,883,TRUE,-1,TRUE,TRUE,FALSE,FALSE,UNKNOWN,0,78,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/420/result_161355_1677513211_thumb.jpg,"NGWA-UMUAGBAI EAST PRIMARY SCHOOL III, NGWA, ABA SOUTH, ABIA",5.1,7.35,0.195530726,44.37430168,0.441340782,0.072625698
ABIA,ABA SOUTH,OHAZU I,01-02-05-003,OHAZU I AKOLI HALL III,100,767,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,0,67,0,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/426/result_161392_1677508902_thumb.jpg,"OHAZU I AKOLI HALL III, OHAZU I, ABA SOUTH, ABIA",5.1,7.35,0.195530726,33.31284916,0.441340782,0.932960894
ABIA,ABA SOUTH,OHAZU I,01-02-05-018,OHAZU I-AGULANA ROAD PRIM.SCHOOL II,81,596,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,0,78,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/441/result_161407_1677516445_thumb.jpg,"OHAZU I-AGULANA ROAD PRIM.SCHOOL II, OHAZU I, ABA SOUTH, ABIA",5.1,7.35,0.195530726,44.37430168,0.441340782,0.072625698
ABIA,ABA SOUTH,OHAZU I,01-02-05-022,OHAZU I-AGULANA ROAD PRIM.SCHOOL VI,41,548,TRUE,-1,TRUE,TRUE,FALSE,FALSE,UNKNOWN,0,41,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/445/result_161411_1677499287_thumb.jpg,"OHAZU I-AGULANA ROAD PRIM.SCHOOL VI, OHAZU I, ABA SOUTH, ABIA",5.1,7.35,0.195530726,7.167597765,0.441340782,0.072625698
ABIA,ABA SOUTH,OHAZU I,01-02-05-028,OHAZU I-NNOFIA HALL II,83,731,TRUE,-1,TRUE,TRUE,FALSE,FALSE,UNKNOWN,0,79,1,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/451/result_161417_1677513558_thumb.jpg,"OHAZU I-NNOFIA HALL II, OHAZU I, ABA SOUTH, ABIA",5.1,7.35,0.195530726,45.37988827,0.56424581,0.072625698
ABIA,ABA SOUTH,EKEOHA,01-02-08-007,EKEOHA-ASA TRIANGLE PRIM.SCHOOL II,206,888,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,1,199,1,1,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/02/ward/08/pu/007/007-1677396935.pdf,"EKEOHA-ASA TRIANGLE PRIM.SCHOOL II, EKEOHA, ABA SOUTH, ABIA",5.1,7.35,0.810055866,166.0502793,0.56424581,0.932960894
ABIA,ABA SOUTH,EKEOHA,01-02-08-020,EKEOHA-AMICHI HALL I,106,750,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,102,2,1,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3104/ward/17545/pu/513/513-1677607271.pdf,"EKEOHA-AMICHI HALL I, EKEOHA, ABA SOUTH, ABIA",5.1,7.35,0.195530726,68.50837989,1.569832402,0.932960894
ABIA,ABA SOUTH,GLOUCESTER,01-02-09-015,GLOUCESTER-MARKET ROAD PRIM. SCHOOL IX,111,632,TRUE,-1,TRUE,TRUE,FALSE,FALSE,UNKNOWN,0,99,4,1,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/02/ward/09/pu/015/015-1677426973.pdf,"GLOUCESTER-MARKET ROAD PRIM. SCHOOL IX, GLOUCESTER, ABA SOUTH, ABIA",5.1,7.35,0.195530726,65.49162011,3.581005587,0.932960894
ABIA,ABA SOUTH,GLOUCESTER,01-02-09-018,GLOUCESTER-OLD COURT PRIM. SCHOOL I,52,388,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,1,51,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/02/ward/09/pu/018/018-1677388120.pdf,"GLOUCESTER-OLD COURT PRIM. SCHOOL I, GLOUCESTER, ABA SOUTH, ABIA",5.1,7.35,0.810055866,17.22346369,0.441340782,0.072625698
ABIA,ABA SOUTH,MOSQUE,01-02-10-005,MOSQUE -SCHOOL OF HEALTH V,106,830,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,2,124,4,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/544/result_161578_1677501689_thumb.jpg,"MOSQUE -SCHOOL OF HEALTH V, MOSQUE, ABA SOUTH, ABIA",5.1,7.35,1.815642458,90.63128492,3.581005587,0.072625698
ABIA,ABA SOUTH,MOSQUE,01-02-10-016,MOSQUE EHI ROAD PRIM.SCHL V,132,765,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,2,124,4,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/02/ward/10/pu/016/016-1677378228.pdf,"MOSQUE EHI ROAD PRIM.SCHL V, MOSQUE, ABA SOUTH, ABIA",5.1,7.35,1.815642458,90.63128492,3.581005587,0.072625698
ABIA,ABA SOUTH,ABA RIVER,01-02-11-003,"ABA RIVER-ETCHE ROAD,PRIMARY SCHOOL III",133,932,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,2,121,2,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/564/result_161612_1677501689_thumb.jpg,"ABA RIVER-ETCHE ROAD,PRIMARY SCHOOL III, ABA RIVER, ABA SOUTH, ABIA",4.82231,7.49088,2,121,2,0
ABIA,ABA SOUTH,ABA TOWN HALL,01-02-12-002,ABA TOWN HALL - ABA TOWN HALL II,70,750,TRUE,-1,TRUE,TRUE,FALSE,FALSE,UNKNOWN,0,68,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/02/ward/12/pu/002/002-1677392504.pdf,"ABA TOWN HALL - ABA TOWN HALL II, ABA TOWN HALL, ABA SOUTH, ABIA",42.06538,-70.86615,0,68,0,0
ABIA,AROCHUKWU,OVUKWU,01-03-01-002,ATAN ABAM II/ MKT.SQUARE ATAN ABAM,150,750,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,0,0,0,https://docs.inecelectionresults.net/elections/1292/1677450362-617.pdf,"ATAN ABAM II/ MKT.SQUARE ATAN ABAM, OVUKWU, AROCHUKWU, ABIA",5.38979,7.91404,3.071428571,67.45238095,1.904761905,0.523809524
ABIA,AROCHUKWU,OVUKWU,01-03-01-007,NDI OKWARA/NDI OKWARA HALL,38,173,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,38,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/616/result_161701_1677519690_thumb.jpg,"NDI OKWARA/NDI OKWARA HALL, OVUKWU, AROCHUKWU, ABIA",5.38979,7.91404,3.071428571,28.54761905,1.904761905,0.523809524
ABIA,AROCHUKWU,OVUKWU,01-03-01-008,NDI OKORIE/PRIM. SCH. NDI OKORIE,102,517,TRUE,-1,TRUE,TRUE,FALSE,FALSE,UNKNOWN,12,70,7,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/617/result_161702_1677520116_thumb.jpg,"NDI OKORIE/PRIM. SCH. NDI OKORIE, OVUKWU, AROCHUKWU, ABIA",5.38979,7.91404,9.214285714,4.214285714,5.261904762,0.5
